case,key,year,source,courtlistener_cluster_id,external_file,case_name
Rice v. Fox,rice-330-f3d-1170,2011,outside-courtlistener,,new-sensations-cand-2011--recap-1945782-ecf9.txt,New Sensations v. Does
Rice v. Fox,rice-330-f3d-1170,2013,outside-courtlistener,,oconnor-cand-2013--recap-2076848-ecf58.txt,O'Connor v. Uber
Rice v. Fox,rice-330-f3d-1170,2011,outside-courtlistener,,openmind-cand-2011--recap-13604255.txt,Openmind Solutions v. Does
Rice v. Fox,rice-330-f3d-1170,2023,outside-courtlistener,,oracle-rimini-nvd-2023--recap-401077760.txt,Oracle International v. Rimini Street
Rice v. Fox,rice-330-f3d-1170,2011,outside-courtlistener,,patrick-collins-cand-2011--recap-1945340.txt,Patrick Collins v. Does
Rice v. Fox,rice-330-f3d-1170,2015,outside-courtlistener,,phantomalert-cand-2015--USCOURTS-cand-3_15-cv-03986-1.txt,PhantomAlert v. Google
Rice v. Fox,rice-330-f3d-1170,2016,outside-courtlistener,,phantomalert-cand-2016--USCOURTS-cand-3_15-cv-03986-1.txt,PhantomAlert v. Google
Rice v. Fox,rice-330-f3d-1170,2015,outside-courtlistener,,recap-19872110-gallagher-v-lions-gate-cacd-2015-09-11.txt,Gallagher v. Lions Gate Entertainment
Rice v. Fox,rice-330-f3d-1170,2022,outside-courtlistener,,recap-218821290-carroll-shelby-v-halicki-cacd-2022-11-29-msj-order.txt,"Carroll Shelby Licensing v. Halicki, 643 F. Supp. 3d 1048"
Rice v. Fox,rice-330-f3d-1170,2020,outside-courtlistener,,ricketts-cacd-2020--pacer-2_19-cv-03895-ecf113.txt,Ricketts v. CBS
Rice v. Fox,rice-330-f3d-1170,2017,outside-courtlistener,,rimini-nvd-2017--recap-22800734-ecf589.txt,Rimini Street v. Oracle International
Rice v. Fox,rice-330-f3d-1170,2017,outside-courtlistener,,rimini-nvd-2017--recap-23952824-ecf633.txt,Rimini Street v. Oracle International
Rice v. Fox,rice-330-f3d-1170,2004,outside-courtlistener,,sigma-dynamics-cand-2004--USCOURTS-cand-3_04-cv-00569-0.txt,Sigma Dynamics v. Epiphany
Rice v. Fox,rice-330-f3d-1170,2018,outside-courtlistener,,silvia-cand-2018--USCOURTS-cand-3_15-cv-04677-12.txt,Silvia v. EA Technical Services
Rice v. Fox,rice-330-f3d-1170,2011,outside-courtlistener,,straughter-cacd-2011--recap-828160.txt,Straughter v. Raymond
Rice v. Fox,rice-330-f3d-1170,2017,outside-courtlistener,,television-education-caed-2017--USCOURTS-caed-2_16-cv-01433-6.txt,Television Education v. Contractors Intelligence School
Rice v. Fox,rice-330-f3d-1170,2012,outside-courtlistener,,third-degree-cand-2012--recap-2023025.txt,Third Degree Films v. Does
Rice v. Fox,rice-330-f3d-1170,2017,outside-courtlistener,,trade-west-hid-2017--USCOURTS-hid-1_16-cv-00474-0.txt,Trade West v. Oriental Trading
Rice v. Fox,rice-330-f3d-1170,2013,outside-courtlistener,,trendex-hid-2013--USCOURTS-hid-1_13-cv-00253-0.txt,Trendex Fabrics v. Kim
Rice v. Fox,rice-330-f3d-1170,2017,outside-courtlistener,,tylor-hid-2017--USCOURTS-hid-1_17-cv-00293-0.txt,Tylor v. RealVoice
Rice v. Fox,rice-330-f3d-1170,2026,outside-courtlistener,,zen-lab-azd-2026--recap-483868642.txt,Zen Laboratory v. Dianzishangwuyouxiangongsi
Halicki v. Sanderson,halicki-547-f3d-1213,2009,courtlistener,1466135,,
Halicki v. Sanderson,halicki-547-f3d-1213,2009,courtlistener,2477671,,
Halicki v. Sanderson,halicki-547-f3d-1213,2009,courtlistener,2508769,,
Halicki v. Sanderson,halicki-547-f3d-1213,2010,courtlistener,2470984,,
Halicki v. Sanderson,halicki-547-f3d-1213,2010,courtlistener,3034658,,
Halicki v. Sanderson,halicki-547-f3d-1213,2011,courtlistener,219792,,
Halicki v. Sanderson,halicki-547-f3d-1213,2012,courtlistener,8713519,,
Halicki v. Sanderson,halicki-547-f3d-1213,2012,courtlistener,8717245,,
Halicki v. Sanderson,halicki-547-f3d-1213,2012,courtlistener,8719551,,
Halicki v. Sanderson,halicki-547-f3d-1213,2013,courtlistener,1036528,,
Halicki v. Sanderson,halicki-547-f3d-1213,2013,courtlistener,8725452,,
Halicki v. Sanderson,halicki-547-f3d-1213,2013,courtlistener,8726473,,
Halicki v. Sanderson,halicki-547-f3d-1213,2013,courtlistener,8730548,,
Halicki v. Sanderson,halicki-547-f3d-1213,2014,courtlistener,2717139,,
Halicki v. Sanderson,halicki-547-f3d-1213,2014,courtlistener,2758961,,
Halicki v. Sanderson,halicki-547-f3d-1213,2014,courtlistener,7307028,,
Halicki v. Sanderson,halicki-547-f3d-1213,2014,courtlistener,8731651,,
Halicki v. Sanderson,halicki-547-f3d-1213,2015,courtlistener,2817521,,
Halicki v. Sanderson,halicki-547-f3d-1213,2015,courtlistener,2993623,,
Halicki v. Sanderson,halicki-547-f3d-1213,2015,courtlistener,7313421,,
Halicki v. Sanderson,halicki-547-f3d-1213,2017,courtlistener,7328383,,
Halicki v. Sanderson,halicki-547-f3d-1213,2018,courtlistener,4519781,,
Halicki v. Sanderson,halicki-547-f3d-1213,2018,courtlistener,7330374,,
Halicki v. Sanderson,halicki-547-f3d-1213,2018,courtlistener,7332576,,
Halicki v. Sanderson,halicki-547-f3d-1213,2019,courtlistener,10232691,,
Halicki v. Sanderson,halicki-547-f3d-1213,2019,courtlistener,9548204,,
Halicki v. Sanderson,halicki-547-f3d-1213,2020,courtlistener,10167392,,
Halicki v. Sanderson,halicki-547-f3d-1213,2020,courtlistener,10235381,,
Halicki v. Sanderson,halicki-547-f3d-1213,2020,courtlistener,4736284,,
Halicki v. Sanderson,halicki-547-f3d-1213,2020,courtlistener,4769961,,
Halicki v. Sanderson,halicki-547-f3d-1213,2020,courtlistener,9597606,,
Halicki v. Sanderson,halicki-547-f3d-1213,2021,courtlistener,9616877,,
Halicki v. Sanderson,halicki-547-f3d-1213,2022,courtlistener,9534284,,
Halicki v. Sanderson,halicki-547-f3d-1213,2022,courtlistener,9618673,,
Halicki v. Sanderson,halicki-547-f3d-1213,2023,courtlistener,10241960,,
Halicki v. Sanderson,halicki-547-f3d-1213,2023,courtlistener,9516636,,
Halicki v. Sanderson,halicki-547-f3d-1213,2023,courtlistener,9608667,,
Halicki v. Sanderson,halicki-547-f3d-1213,2023,courtlistener,9609424,,
Halicki v. Sanderson,halicki-547-f3d-1213,2023,courtlistener,9610288,,
Halicki v. Sanderson,halicki-547-f3d-1213,2023,courtlistener,9831680,,
Halicki v. Sanderson,halicki-547-f3d-1213,2023,courtlistener,9833108,,
Halicki v. Sanderson,halicki-547-f3d-1213,2024,courtlistener,10172665,,
Halicki v. Sanderson,halicki-547-f3d-1213,2024,courtlistener,10245230,,
Halicki v. Sanderson,halicki-547-f3d-1213,2024,courtlistener,10246093,,
Halicki v. Sanderson,halicki-547-f3d-1213,2024,courtlistener,9611564,,
Halicki v. Sanderson,halicki-547-f3d-1213,2024,courtlistener,9612420,,
Halicki v. Sanderson,halicki-547-f3d-1213,2024,courtlistener,9622348,,
Halicki v. Sanderson,halicki-547-f3d-1213,2025,courtlistener,10313030,,
Halicki v. Sanderson,halicki-547-f3d-1213,2025,courtlistener,10592968,,
Halicki v. Sanderson,halicki-547-f3d-1213,2025,courtlistener,10617456,,
Halicki v. Sanderson,halicki-547-f3d-1213,2025,courtlistener,10664336,,
Halicki v. Sanderson,halicki-547-f3d-1213,2025,courtlistener,10667747,,
Halicki v. Sanderson,halicki-547-f3d-1213,2025,courtlistener,10674045,,
Halicki v. Sanderson,halicki-547-f3d-1213,2026,courtlistener,10775535,,
Halicki v. Sanderson,halicki-547-f3d-1213,2026,courtlistener,10854286,,
Halicki v. Sanderson,halicki-547-f3d-1213,2016,outside-courtlistener,,adidas-ord-2016--USCOURTS-ord-3_16-cv-00415-0.txt,adidas America v. Athletic Propulsion Labs
Halicki v. Sanderson,halicki-547-f3d-1213,2024,outside-courtlistener,,amtax-ca9-2024--ca9-22-55688.txt,AMTAX Holdings v. Montalvo
Halicki v. Sanderson,halicki-547-f3d-1213,2014,outside-courtlistener,,avnet-nvd-2014--recap-20269569.txt,Avnet v. Avana Technologies
Halicki v. Sanderson,halicki-547-f3d-1213,2018,outside-courtlistener,,baskim-nvd-2018--recap-25411637.txt,Baskim Holdings v. Two M
Halicki v. Sanderson,halicki-547-f3d-1213,2017,outside-courtlistener,,bedeski-waed-2017--USCOURTS-waed-2_16-cv-00163-0.txt,Bedeski v. Commissioner of Social Security
Halicki v. Sanderson,halicki-547-f3d-1213,2017,outside-courtlistener,,blizzard-cand-2017--recap-20381367-ecf162.txt,Blizzard Entertainment v. Lilith Games
Halicki v. Sanderson,halicki-547-f3d-1213,2009,outside-courtlistener,,brighton-casd-2009--USCOURTS-casd-3_06-cv-01584-5.txt,Brighton Collectibles v. Marc Chantal
Halicki v. Sanderson,halicki-547-f3d-1213,2019,outside-courtlistener,,cloanto-wawd-2019--recap-87662657.txt,Cloanto v. Hyperion Entertainment
Halicki v. Sanderson,halicki-547-f3d-1213,2014,outside-courtlistener,,cutting-edge-cand-2014--USCOURTS-cand-3_14-cv-02770-3.txt,Cutting Edge Solutions v. Sustainable Low Maintenance Grass
Halicki v. Sanderson,halicki-547-f3d-1213,2014,outside-courtlistener,,design-data-cand-2014--USCOURTS-cand-3_12-cv-04131-14.txt,Design Data v. Unigate Enterprise
Halicki v. Sanderson,halicki-547-f3d-1213,2015,outside-courtlistener,,dolores-press-cacd-2015--recap-19863157.txt,Dolores Press v. Robinson
Halicki v. Sanderson,halicki-547-f3d-1213,2019,outside-courtlistener,,electronic-recycling-wawd-2019--recap-64772352.txt,Electronic Recycling Association v. Basel Action Network
Halicki v. Sanderson,halicki-547-f3d-1213,2013,outside-courtlistener,,gold-club-cand-2013--USCOURTS-cand-3_13-cv-03797-2.txt,Gold Club-SF v. Platinum SJ Enterprise
Halicki v. Sanderson,halicki-547-f3d-1213,2012,outside-courtlistener,,humboldt-cand-2012--USCOURTS-cand-3_11-cv-04144-3.txt,Humboldt Wholesale v. Humboldt Nation Distribution
Halicki v. Sanderson,halicki-547-f3d-1213,2014,outside-courtlistener,,joslyn-wawd-2014--recap-18327983.txt,Joslyn v. Colvin
Halicki v. Sanderson,halicki-547-f3d-1213,2015,outside-courtlistener,,ketab-cacd-2015--recap-19885602.txt,Ketab v. Mesriani
Halicki v. Sanderson,halicki-547-f3d-1213,2017,outside-courtlistener,,kische-wawd-2017--recap-23965788.txt,Kische USA v. Simsek
Halicki v. Sanderson,halicki-547-f3d-1213,2019,outside-courtlistener,,knudsen-cellco-caed-2019--recap-111933127.txt,City of Los Angeles v. Cellco Partnership
Halicki v. Sanderson,halicki-547-f3d-1213,2019,outside-courtlistener,,knudsen-sprint-caed-2019--USCOURTS-caed-2_17-cv-00816-3.txt,City of Los Angeles v. Sprint Solutions
Halicki v. Sanderson,halicki-547-f3d-1213,2017,outside-courtlistener,,la-terra-fina-cand-2017--USCOURTS-cand-5_17-cv-03613-0.txt,La Terra Fina v. TerraFina
Halicki v. Sanderson,halicki-547-f3d-1213,2012,outside-courtlistener,,latour-casd-2012--recap-20180521.txt,LaTour v. Citigroup Global Markets
Halicki v. Sanderson,halicki-547-f3d-1213,2016,outside-courtlistener,,mays-deschutes-ord-2016--USCOURTS-ord-6_15-cv-00898-0.txt,Mays v. Deschutes County
Halicki v. Sanderson,halicki-547-f3d-1213,2009,outside-courtlistener,,mccormick-cacd-2009--pacer-2_07-cv-05697-ecf126.txt,cacd
Halicki v. Sanderson,halicki-547-f3d-1213,2024,outside-courtlistener,,mib-group-cacd-2024--pacer-5_23-cv-01597-ecf114.txt,MIB Group v. Aguilar
Halicki v. Sanderson,halicki-547-f3d-1213,2015,outside-courtlistener,,milo-gabby-wawd-2015--recap-9130253-ecf71.txt,Milo & Gabby v. Amazon.com
Halicki v. Sanderson,halicki-547-f3d-1213,2022,outside-courtlistener,,neo4j-ca9-2022--ca9-21-16029.txt,Neo4j v. PureThink
Halicki v. Sanderson,halicki-547-f3d-1213,2013,outside-courtlistener,,platte-river-cand-2013--USCOURTS-cand-3_12-cv-02356-5.txt,Platte River Insurance v. Dignity Health
Halicki v. Sanderson,halicki-547-f3d-1213,2022,outside-courtlistener,,recap-218821290-carroll-shelby-v-halicki-cacd-2022-11-29-msj-order.txt,"Carroll Shelby Licensing v. Halicki, 643 F. Supp. 3d 1048"
Halicki v. Sanderson,halicki-547-f3d-1213,2018,outside-courtlistener,,robinson-hunger-caed-2018--USCOURTS-caed-1_18-cv-00042-0.txt,Robinson v. Hunger Free America
Halicki v. Sanderson,halicki-547-f3d-1213,2013,outside-courtlistener,,salesbrain-cand-2013--USCOURTS-cand-3_12-cv-05026-1.txt,SalesBrain v. AngelVision Technologies
Halicki v. Sanderson,halicki-547-f3d-1213,2021,outside-courtlistener,,shawarma-casd-2021--USCOURTS-casd-3_21-cv-01263-0.txt,Shawarma Stackz v. Jwad
Halicki v. Sanderson,halicki-547-f3d-1213,2016,outside-courtlistener,,sirisup-cacd-2016--recap-1157483.txt,Sirisup v. It's Thai
Halicki v. Sanderson,halicki-547-f3d-1213,2018,outside-courtlistener,,sream-dia-caed-2018--USCOURTS-caed-1_18-cv-00994-0.txt,Sream v. Dia
Halicki v. Sanderson,halicki-547-f3d-1213,2018,outside-courtlistener,,sream-saraha-caed-2018--USCOURTS-caed-1_18-cv-00994-0.txt,Sream v. Saraha
Halicki v. Sanderson,halicki-547-f3d-1213,2018,outside-courtlistener,,sream-singh-caed-2018--USCOURTS-caed-1_18-cv-00379-0.txt,Sream v. Singh
Halicki v. Sanderson,halicki-547-f3d-1213,2019,outside-courtlistener,,stone-brewing-casd-2019--USCOURTS-casd-3_18-cv-00331-0.txt,Stone Brewing v. MillerCoors
Halicki v. Sanderson,halicki-547-f3d-1213,2019,outside-courtlistener,,thermolife-azd-2019--USCOURTS-azd-2_18-cv-04189-0.txt,ThermoLife v. American Fitness Wholesalers
Halicki v. Sanderson,halicki-547-f3d-1213,2012,outside-courtlistener,,thomas-petroleum-caed-2012--USCOURTS-caed-1_11-cv-00902-8.txt,Thomas Petroleum v. Lloyd
Halicki v. Sanderson,halicki-547-f3d-1213,2021,outside-courtlistener,,upper-deck-flores-casd-2021--USCOURTS-casd-3_21-cv-01182-0.txt,Upper Deck v. Flores
Halicki v. Sanderson,halicki-547-f3d-1213,2026,outside-courtlistener,,upper-deck-pixels-casd-2026--USCOURTS-casd-3_24-cv-00923-6.txt,Upper Deck v. Pixels.com
Halicki v. Sanderson,halicki-547-f3d-1213,2019,outside-courtlistener,,vietnam-reform-cand-2019--recap-104271699.txt,Vietnam Reform Party v. Viet Tan
Halicki v. Sanderson,halicki-547-f3d-1213,2012,outside-courtlistener,,vosk-wawd-2012--recap-16583167.txt,Vosk International v. Zao Gruppa Predpriyatij Ost
Halicki v. Sanderson,halicki-547-f3d-1213,2016,outside-courtlistener,,young-phillip-lim-cacd-2016--recap-19941828.txt,Young v. 3.1 Phillip Lim
Halicki v. Sanderson,halicki-547-f3d-1213,2022,outside-courtlistener,,zag-cacd-2022--pacer-2_21-cv-05100-ecf34.txt,ZAG America v. Harasymets (default judgment)
DC Comics v. Towle,towle-802-f3d-1012,2015,courtlistener,7311377,,
DC Comics v. Towle,towle-802-f3d-1012,2015,courtlistener,7317283,,
DC Comics v. Towle,towle-802-f3d-1012,2016,courtlistener,4254193,,
DC Comics v. Towle,towle-802-f3d-1012,2016,courtlistener,7321597,,
DC Comics v. Towle,towle-802-f3d-1012,2018,courtlistener,4528115,,
DC Comics v. Towle,towle-802-f3d-1012,2018,courtlistener,7330730,,
DC Comics v. Towle,towle-802-f3d-1012,2018,courtlistener,7331795,,
DC Comics v. Towle,towle-802-f3d-1012,2018,courtlistener,7331850,,
DC Comics v. Towle,towle-802-f3d-1012,2018,courtlistener,7333257,,
DC Comics v. Towle,towle-802-f3d-1012,2019,courtlistener,4613050,,
DC Comics v. Towle,towle-802-f3d-1012,2019,courtlistener,4627596,,
DC Comics v. Towle,towle-802-f3d-1012,2019,courtlistener,7336651,,
DC Comics v. Towle,towle-802-f3d-1012,2020,courtlistener,4736284,,
DC Comics v. Towle,towle-802-f3d-1012,2020,courtlistener,9572966,,
DC Comics v. Towle,towle-802-f3d-1012,2021,courtlistener,10236486,,
DC Comics v. Towle,towle-802-f3d-1012,2021,courtlistener,9911734,,
DC Comics v. Towle,towle-802-f3d-1012,2022,courtlistener,10239683,,
DC Comics v. Towle,towle-802-f3d-1012,2022,courtlistener,6477642,,
DC Comics v. Towle,towle-802-f3d-1012,2022,courtlistener,9514375,,
DC Comics v. Towle,towle-802-f3d-1012,2023,courtlistener,9413805,,
DC Comics v. Towle,towle-802-f3d-1012,2023,courtlistener,9609216,,
DC Comics v. Towle,towle-802-f3d-1012,2024,courtlistener,10232194,,
DC Comics v. Towle,towle-802-f3d-1012,2024,courtlistener,10290026,,
DC Comics v. Towle,towle-802-f3d-1012,2025,courtlistener,10592968,,
DC Comics v. Towle,towle-802-f3d-1012,2025,courtlistener,10732132,,
DC Comics v. Towle,towle-802-f3d-1012,2025,courtlistener,10735622,,
DC Comics v. Towle,towle-802-f3d-1012,2026,courtlistener,10799415,,
DC Comics v. Towle,towle-802-f3d-1012,2022,outside-courtlistener,,42-ventures-hid-2022--USCOURTS-hid-1_20-cv-00228-3.txt,42 Ventures v. Mav
DC Comics v. Towle,towle-802-f3d-1012,2019,outside-courtlistener,,aecom-cacd-2019--recap-58574939-ecf257.txt,AECOM Energy v. Ripley
DC Comics v. Towle,towle-802-f3d-1012,2026,outside-courtlistener,,amazon-bartley-wawd-2026--recap-484671514.txt,Amazon.com v. Bartley
DC Comics v. Towle,towle-802-f3d-1012,2025,outside-courtlistener,,beijing-meishe-cand-2025--recap-450987777.txt,Beijing Meishe v. TikTok
DC Comics v. Towle,towle-802-f3d-1012,2024,outside-courtlistener,,biani-cacd-2024--recap-392073370-ecf23.txt,Biani v. Showtime Networks
DC Comics v. Towle,towle-802-f3d-1012,2017,outside-courtlistener,,blizzard-cand-2017--recap-20381367-ecf162.txt,Blizzard Entertainment v. Lilith Games
DC Comics v. Towle,towle-802-f3d-1012,2018,outside-courtlistener,,blizzard-cand-2018--recap-25276960-ecf265.txt,Blizzard Entertainment v. Lilith Games
DC Comics v. Towle,towle-802-f3d-1012,2026,outside-courtlistener,,bullseye-cand-2026--USCOURTS-cand-3_25-cv-10395-0.txt,Bullseye Leak Detection v. Garcia
DC Comics v. Towle,towle-802-f3d-1012,2023,outside-courtlistener,,bungie-ll-wawd-2023--recap-323926491.txt,Bungie v. LL
DC Comics v. Towle,towle-802-f3d-1012,2023,outside-courtlistener,,gilbert-daniels-cacd-2023--pacer-2_23-cv-02147-ecf133.txt,Gilbert-Daniels v. Lions Gate Entertainment (MSJ order)
DC Comics v. Towle,towle-802-f3d-1012,2025,outside-courtlistener,,global-equipment-wawd-2025--recap-458511944.txt,Global Equipment Company v. Global Storage Equipment
DC Comics v. Towle,towle-802-f3d-1012,2026,outside-courtlistener,,impossible-foods-cand-2026--recap-478656188-ecf492.txt,Impossible Foods v. Impossible X
DC Comics v. Towle,towle-802-f3d-1012,2024,outside-courtlistener,,openai-cand-2024--recap-387483889-ecf63.txt,OpenAI v. Open Artificial Intelligence
DC Comics v. Towle,towle-802-f3d-1012,2022,outside-courtlistener,,recap-218821290-carroll-shelby-v-halicki-cacd-2022-11-29-msj-order.txt,"Carroll Shelby Licensing v. Halicki, 643 F. Supp. 3d 1048"
DC Comics v. Towle,towle-802-f3d-1012,2017,outside-courtlistener,,reserve-media-cacd-2017--recap-19948280.txt,Reserve Media v. Efficient Frontiers
DC Comics v. Towle,towle-802-f3d-1012,2025,outside-courtlistener,,take-two-cacd-2025--recap-450333872.txt,Take-Two Interactive v. PlayerAuctions
DC Comics v. Towle,towle-802-f3d-1012,2023,outside-courtlistener,,teamlab-cacd-2023--pacer-2_19-cv-06906-ecf223.txt,teamLab v. Museum of Dream Space
DC Comics v. Towle,towle-802-f3d-1012,2022,outside-courtlistener,,zag-cacd-2022--pacer-2_21-cv-05100-ecf34.txt,ZAG America v. Harasymets (default judgment)
Daniels v. Disney,daniels-958-f3d-767,2021,courtlistener,9602011,,
Daniels v. Disney,daniels-958-f3d-767,2023,courtlistener,9387267,,
Daniels v. Disney,daniels-958-f3d-767,2024,courtlistener,10266005,,
Daniels v. Disney,daniels-958-f3d-767,2025,courtlistener,10592968,,
Daniels v. Disney,daniels-958-f3d-767,2026,courtlistener,10806966,,
Daniels v. Disney,daniels-958-f3d-767,2021,outside-courtlistener,,USCOURTS-mdd-1_17-cv-03371-0.txt,Clancy v. Jack Ryan Enterprises (Clancy v. Webb)
Daniels v. Disney,daniels-958-f3d-767,2024,outside-courtlistener,,biani-cacd-2024--recap-392073370-ecf23.txt,Biani v. Showtime Networks
Daniels v. Disney,daniels-958-f3d-767,2025,outside-courtlistener,,chiala-farms-cand-2025--USCOURTS-cand-3_24-cv-04040-2.txt,David v. George Chiala Farms
Daniels v. Disney,daniels-958-f3d-767,2023,outside-courtlistener,,jangle-vision-ca9-2023--ca9-22-55642.txt,Jangle Vision v. Alexander Wang
Daniels v. Disney,daniels-958-f3d-767,2022,outside-courtlistener,,recap-218821290-carroll-shelby-v-halicki-cacd-2022-11-29-msj-order.txt,"Carroll Shelby Licensing v. Halicki, 643 F. Supp. 3d 1048"
Daniels v. Disney,daniels-958-f3d-767,2022,outside-courtlistener,,zag-cacd-2022--pacer-2_21-cv-05100-ecf34.txt,ZAG America v. Harasymets (default judgment)
